,Autoridad,Entidad,Ano,Tipo,Descripcion,Cantidad
6712,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Hecho_Violatorio,RETENCION ILEGAL,1
6713,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,39
6714,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Motivo_Conclusion,ORIENTACION,6
6715,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Motivo_Conclusion,ACUMULACION,2
6716,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Motivo_Conclusion,CONCILIACION,2
6717,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,ESTADO DE MEXICO,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
6718,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MICHOACAN,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
6719,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MICHOACAN,2016,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",1
6720,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MICHOACAN,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
6721,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MICHOACAN,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,3
6722,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,90
6723,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,35
6724,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,26
6725,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,7
6726,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",6
6727,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
6728,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,3
6729,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,INCOMUNICACION,2
6730,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
6731,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,INTIMIDACION,1
6732,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
6733,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",1
6734,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
6735,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Hecho_Violatorio,"OMITIR, OBSTACULIZAR O IMPEDIR LA COMUNICACION CON SU DEFENSOR O SUS FAMILIARES",1
6736,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,66
6737,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,ACUMULACION,36
6738,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,CONCILIACION,3
6739,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,ORIENTACION,1
6740,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
6741,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,MORELOS,2016,Motivo_Conclusion,RECOMENDACION,1
6742,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,155
6743,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,22
6744,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,22
6745,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,13
6746,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",5
6747,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,1
6748,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
6749,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
6750,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Hecho_Violatorio,RETENCION ILEGAL,1
6751,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,117
6752,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Motivo_Conclusion,ACUMULACION,24
6753,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Motivo_Conclusion,CONCILIACION,7
6754,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NAYARIT,2016,Motivo_Conclusion,ORIENTACION,3
6755,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NUEVO LEON,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
6756,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,NUEVO LEON,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
6757,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,126
6758,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,114
6759,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,24
6760,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",8
6761,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,5
6762,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,2
6763,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",2
6764,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,TORTURA,2
6765,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES CONTRARIAS AL EJERCICIO AL DERECHO A LA LIBERTAD DE CONTRAER MATRIMONIO,1
6766,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
6767,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
6768,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
6769,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
6770,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,116
6771,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Motivo_Conclusion,ACUMULACION,39
6772,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Motivo_Conclusion,CONCILIACION,15
6773,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,OAXACA,2016,Motivo_Conclusion,ORIENTACION,4
6774,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,QUINTANA ROO,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
6775,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,QUINTANA ROO,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
6776,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,13
6777,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,13
6778,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,11
6779,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,5
6780,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",5
6781,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,2
6782,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",2
6783,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
6784,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Hecho_Violatorio,INCOMUNICACION,1
6785,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,25
6786,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Motivo_Conclusion,ACUMULACION,6
6787,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Motivo_Conclusion,CONCILIACION,2
6788,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Motivo_Conclusion,ORIENTACION,2
6789,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SINALOA,2016,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
6790,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SAN LUIS POTOSI,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,1
6791,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SAN LUIS POTOSI,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,1
6792,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,86
6793,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,24
6794,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,19
6795,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,7
6796,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS INDIGENAS,1
6797,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
6798,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
6799,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Hecho_Violatorio,"OMITIR NOTIFICAR A LA FAMILIA O CONOCIDOS SOBRE EL ARRESTO, DETENCION, TRASLADO, LUGAR DE CUSTODIA, ESTADO FISICO Y PSICOLOGICO, ASI COMO SU SITUACION JURIDICA",1
6800,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,86
6801,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Motivo_Conclusion,ACUMULACION,14
6802,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Motivo_Conclusion,CONCILIACION,10
6803,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,SONORA,2016,Motivo_Conclusion,ORIENTACION,3
6804,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,12
6805,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,11
6806,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,11
6807,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",11
6808,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,6
6809,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,INCOMUNICACION,1
6810,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Hecho_Violatorio,RETENCION ILEGAL,1
6811,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,15
6812,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Motivo_Conclusion,ACUMULACION,11
6813,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Motivo_Conclusion,CONCILIACION,3
6814,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TABASCO,2016,Motivo_Conclusion,ORIENTACION,1
6815,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TAMAULIPAS,2016,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
6816,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TAMAULIPAS,2016,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
6817,ORGANO ADMINISTRATIVO DESCONCENTRADO PREVENCION Y READAPTACION SOCIAL DE LA SECRETARIA DE GOBERNACIÓN,TAMAULIPAS,2016,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LAS PERSONAS PRIVADAS DE SU LIBERTAD,1
