,Hecho_Violatorio,Autoridad,Ano,Entidad,Cantidad_Quejas
2574,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,CHIHUAHUA,1
2575,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,COAHUILA,1
2576,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,ESTADO DE MEXICO,1
2577,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,NUEVO LEON,1
2578,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,PUEBLA,1
2579,DETENCION ARBITRARIA,"INSTITUTO NACIONAL DE MIGRACION DE LA SECRETARIA DE GOBERNACION
                                          
                                        29",2018,QUINTANA ROO,1
2580,DETENCION ARBITRARIA,"COMISION NACIONAL DE SEGURIDAD
                                          
                                        7",2018,CIUDAD DE MEXICO,2
2581,DETENCION ARBITRARIA,"COMISION NACIONAL DE SEGURIDAD
                                          
                                        7",2018,VERACRUZ,2
2582,DETENCION ARBITRARIA,"COMISION NACIONAL DE SEGURIDAD
                                          
                                        7",2018,ESTADO DE MEXICO,1
2583,DETENCION ARBITRARIA,"COMISION NACIONAL DE SEGURIDAD
                                          
                                        7",2018,MORELOS,1
2584,DETENCION ARBITRARIA,"COMISION NACIONAL DE SEGURIDAD
                                          
                                        7",2018,TABASCO,1
2585,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE VERACRUZ
                                          
                                        7",2018,VERACRUZ,7
2586,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE TIJUANA, BAJA CALIFORNIA
                                          
                                        4",2018,BAJA CALIFORNIA,4
2587,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE JALISCO
                                          
                                        3",2018,JALISCO,3
2588,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        3",2018,CIUDAD DE MEXICO,3
2589,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE VERACRUZ
                                          
                                        2",2018,VERACRUZ,2
2590,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ORIZABA, VERACRUZ
                                          
                                        2",2018,VERACRUZ,2
2591,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE COLIMA
                                          
                                        2",2018,COLIMA,2
2592,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE NUEVO LEON
                                          
                                        2",2018,NUEVO LEON,2
2593,DETENCION ARBITRARIA,"SECRETARIA DE GOBERNACION
                                          
                                        2",2018,CIUDAD DE MEXICO,1
2594,DETENCION ARBITRARIA,"SECRETARIA DE GOBERNACION
                                          
                                        2",2018,VERACRUZ,1
2595,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE COLIMA
                                          
                                        2",2018,COLIMA,1
2596,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE COLIMA
                                          
                                        2",2018,JALISCO,1
2597,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MICHOACAN
                                          
                                        2",2018,MICHOACAN,2
2598,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TAMAULIPAS
                                          
                                        2",2018,TAMAULIPAS,2
2599,DETENCION ARBITRARIA,"COMISION NACIONAL DE PESCA
                                          
                                        1",2018,BAJA CALIFORNIA,1
2600,DETENCION ARBITRARIA,"DIRECCION DE LA COORDINACION DE SEGURIDAD PUBLICA ESTATAL DE COAHUILA
                                          
                                        1",2018,COAHUILA,1
2601,DETENCION ARBITRARIA,"DIRECCION DE LA POLICIA MUNICIPAL DE BENITO JUAREZ, QUINTANA ROO
                                          
                                        1",2018,QUINTANA ROO,1
2602,DETENCION ARBITRARIA,"DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO DEL ESTADO DE QUINTANA ROO
                                          
                                        1",2018,QUINTANA ROO,1
2603,DETENCION ARBITRARIA,"ESTADO MAYOR PRESIDENCIAL
                                          
                                        1",2018,JALISCO,1
2604,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE COAHUILA
                                          
                                        1",2018,COAHUILA,1
2605,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE GUERRERO
                                          
                                        1",2018,GUERRERO,1
2606,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE MEXICO
                                          
                                        1",2018,ESTADO DE MEXICO,1
2607,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE MICHOACAN
                                          
                                        1",2018,MICHOACAN,1
2608,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE MORELOS
                                          
                                        1",2018,MORELOS,1
2609,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE NAYARIT
                                          
                                        1",2018,NAYARIT,1
2610,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE NUEVO LEON
                                          
                                        1",2018,NUEVO LEON,1
2611,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE OAXACA
                                          
                                        1",2018,OAXACA,1
2612,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE SINALOA
                                          
                                        1",2018,SINALOA,1
2613,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE SONORA
                                          
                                        1",2018,SONORA,1
2614,DETENCION ARBITRARIA,"FISCALIA GENERAL DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2018,TAMAULIPAS,1
2615,DETENCION ARBITRARIA,"GOBIERNO DE LA CIUDAD DE MEXICO
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2616,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE ACAPULCO DE JUAREZ, GUERRERO
                                          
                                        1",2018,GUERRERO,1
2617,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE BENJAMIN HILL, SONORA
                                          
                                        1",2018,SONORA,1
2618,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE CABORCA, SONORA
                                          
                                        1",2018,SONORA,1
2619,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE GARCIA, NUEVO LEON
                                          
                                        1",2018,NUEVO LEON,1
2620,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE GUADALAJARA, JALISCO
                                          
                                        1",2018,JALISCO,1
2621,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SANTA ANA, SONORA
                                          
                                        1",2018,SONORA,1
2622,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE SUCHIATE, CHIAPAS
                                          
                                        1",2018,CHIAPAS,1
2623,DETENCION ARBITRARIA,"H. AYUNTAMIENTO DE TENOSIQUE, TABASCO
                                          
                                        1",2018,TABASCO,1
2624,DETENCION ARBITRARIA,"NO FUE POSIBLE DETERMINAR AUTORIDAD RESPONSABLE
                                          
                                        1",2018,ESTADO DE MEXICO,1
2625,DETENCION ARBITRARIA,"POLICIA PREVENTIVA DEL GOBIERNO DEL DISTRITO FEDERAL
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2626,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2627,DETENCION ARBITRARIA,"PROCURADURIA GENERAL DE JUSTICIA DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        1",2018,(SIN ESTADO),1
2628,DETENCION ARBITRARIA,"SECRETARIA DE DESARROLLO SOCIAL
                                          
                                        1",2018,YUCATAN,1
2629,DETENCION ARBITRARIA,"SECRETARIA DE MARINA SALUD NAVAL
                                          
                                        1",2018,VERACRUZ,1
2630,DETENCION ARBITRARIA,"SECRETARIA DE SALUD DEL DISTRITO FEDERAL
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2631,DETENCION ARBITRARIA,"SECRETARIA DE SALUD DEL ESTADO DE MICHOACAN
                                          
                                        1",2018,MICHOACAN,1
2632,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DE TIJUANA, BAJA CALIFORNIA
                                          
                                        1",2018,BAJA CALIFORNIA,1
2633,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DE TORREON, COAHUILA
                                          
                                        1",2018,COAHUILA,1
2634,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE BAJA CALIFORNIA
                                          
                                        1",2018,(SIN ESTADO),1
2635,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE COAHUILA
                                          
                                        1",2018,COAHUILA,1
2636,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE DURANGO
                                          
                                        1",2018,DURANGO,1
2637,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE GUERRERO
                                          
                                        1",2018,GUERRERO,1
2638,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MEXICO
                                          
                                        1",2018,ESTADO DE MEXICO,1
2639,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MORELOS
                                          
                                        1",2018,MORELOS,1
2640,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE SINALOA
                                          
                                        1",2018,SINALOA,1
2641,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE SONORA
                                          
                                        1",2018,SONORA,1
2642,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE TABASCO
                                          
                                        1",2018,QUINTANA ROO,1
2643,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE YUCATAN
                                          
                                        1",2018,YUCATAN,1
2644,DETENCION ARBITRARIA,"SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA
                                          
                                        1",2018,SAN LUIS POTOSI,1
2645,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,CIUDAD DE MEXICO,61
2646,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,ESTADO DE MEXICO,36
2647,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,JALISCO,23
2648,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,VERACRUZ,17
2649,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,MICHOACAN,14
2650,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,SAN LUIS POTOSI,14
2651,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,TAMAULIPAS,14
2652,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,BAJA CALIFORNIA,13
2653,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,CHIHUAHUA,13
2654,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,(SIN ESTADO),12
2655,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,SINALOA,12
2656,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,SONORA,12
2657,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,DURANGO,11
2658,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,OAXACA,10
2659,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,CHIAPAS,9
2660,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,COAHUILA,8
2661,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,QUERETARO,8
2662,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,GUANAJUATO,7
2663,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,QUINTANA ROO,7
2664,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,TABASCO,7
2665,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,NUEVO LEON,5
2666,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,AGUASCALIENTES,4
2667,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,HIDALGO,4
2668,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,CAMPECHE,3
2669,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,GUERRERO,3
2670,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,PUEBLA,3
2671,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,ZACATECAS,3
2672,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,BAJA CALIFORNIA SUR,2
2673,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,YUCATAN,2
2674,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,COLIMA,1
2675,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,MORELOS,1
2676,NEGLIGENCIA MEDICA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        340",2018,TLAXCALA,1
2677,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,CIUDAD DE MEXICO,39
2678,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,(SIN ESTADO),6
2679,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,DURANGO,5
2680,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,ESTADO DE MEXICO,4
2681,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,GUERRERO,4
2682,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,HIDALGO,4
2683,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,SINALOA,4
2684,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,CHIAPAS,3
2685,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,JALISCO,3
2686,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,MORELOS,3
2687,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,TABASCO,3
2688,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,COLIMA,2
2689,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,GUANAJUATO,2
2690,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,QUINTANA ROO,2
2691,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,TAMAULIPAS,2
2692,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,BAJA CALIFORNIA,1
2693,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,BAJA CALIFORNIA SUR,1
2694,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,CHIHUAHUA,1
2695,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,COAHUILA,1
2696,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,MICHOACAN,1
2697,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,NAYARIT,1
2698,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,NUEVO LEON,1
2699,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,OAXACA,1
2700,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,QUERETARO,1
2701,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,SAN LUIS POTOSI,1
2702,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,SONORA,1
2703,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,TLAXCALA,1
2704,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,VERACRUZ,1
2705,NEGLIGENCIA MEDICA,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO
                                          
                                        100",2018,ZACATECAS,1
2706,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,CIUDAD DE MEXICO,6
2707,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,BAJA CALIFORNIA,2
2708,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,ESTADO DE MEXICO,2
2709,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,GUANAJUATO,2
2710,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,COAHUILA,1
2711,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,JALISCO,1
2712,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,MICHOACAN,1
2713,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,MORELOS,1
2714,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,NUEVO LEON,1
2715,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,SONORA,1
2716,NEGLIGENCIA MEDICA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        19",2018,TAMAULIPAS,1
2717,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        8",2018,VERACRUZ,3
2718,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        8",2018,CIUDAD DE MEXICO,2
2719,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        8",2018,ESTADO DE MEXICO,1
2720,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        8",2018,TAMAULIPAS,1
2721,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS
                                          
                                        8",2018,YUCATAN,1
2722,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        8",2018,CIUDAD DE MEXICO,4
2723,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        8",2018,CHIAPAS,2
2724,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        8",2018,(SIN ESTADO),1
2725,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD
                                          
                                        8",2018,ESTADO DE MEXICO,1
2726,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        4",2018,CIUDAD DE MEXICO,3
2727,NEGLIGENCIA MEDICA,"SECRETARIA DE MARINA
                                          
                                        4",2018,TAMAULIPAS,1
2728,NEGLIGENCIA MEDICA,"HOSPITAL GENERAL DE MEXICO DE LA SECRETARIA DE SALUD
                                          
                                        2",2018,CIUDAD DE MEXICO,2
2729,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS SERVICIOS DE SALUD
                                          
                                        2",2018,CIUDAD DE MEXICO,1
2730,NEGLIGENCIA MEDICA,"PETROLEOS MEXICANOS SERVICIOS DE SALUD
                                          
                                        2",2018,TAMAULIPAS,1
2731,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD PUBLICA DEL ESTADO DE SONORA
                                          
                                        2",2018,SONORA,2
2732,NEGLIGENCIA MEDICA,"FISCALIA GENERAL DEL ESTADO DE VERACRUZ
                                          
                                        1",2018,VERACRUZ,1
2733,NEGLIGENCIA MEDICA,"HOSPITAL ""FERNANDO QUIROZ"" DEL INSTITUTO DE SEGURIDAD SOCIAL AL SERVICIO DE LOS TRABAJADORES DEL ESTADO
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2734,NEGLIGENCIA MEDICA,"HOSPITAL INFANTIL DE MEXICO ""FEDERICO GOMEZ"". DE LA SECRETARIA DE SALUD
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2735,NEGLIGENCIA MEDICA,"HOSPITAL JUAREZ DE MEXICO DE LA SECRETARIA DE SALUD
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2736,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE CANCEROLOGIA
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2737,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE PEDIATRIA
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2738,NEGLIGENCIA MEDICA,"INSTITUTO NACIONAL DE PERINATOLOGIA
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2739,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO
                                          
                                        1",2018,CIUDAD DE MEXICO,1
2740,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE CHIAPAS
                                          
                                        1",2018,CHIAPAS,1
2741,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE MICHOACAN
                                          
                                        1",2018,MICHOACAN,1
2742,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD DEL ESTADO DE TAMAULIPAS
                                          
                                        1",2018,(SIN ESTADO),1
2743,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD EN EL ESTADO DE MEXICO
                                          
                                        1",2018,ESTADO DE MEXICO,1
2744,NEGLIGENCIA MEDICA,"SECRETARIA DE SALUD Y BIENESTAR SOCIAL DEL ESTADO DE COLIMA
                                          
                                        1",2018,JALISCO,1
2745,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,HIDALGO,2
2746,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,TAMAULIPAS,2
2747,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,(SIN ESTADO),1
2748,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,ESTADO DE MEXICO,1
2749,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,GUERRERO,1
2750,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,MICHOACAN,1
2751,PRIVAR DE LA VIDA,"SECRETARIA DE LA DEFENSA NACIONAL
                                          
                                        9",2019,TABASCO,1
2752,PRIVAR DE LA VIDA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        3",2019,MICHOACAN,1
2753,PRIVAR DE LA VIDA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        3",2019,SONORA,1
2754,PRIVAR DE LA VIDA,"INSTITUTO MEXICANO DEL SEGURO SOCIAL
                                          
                                        3",2019,VERACRUZ,1
2755,PRIVAR DE LA VIDA,"GUARDIA NACIONAL
                                          
                                        2",2019,(SIN ESTADO),1
2756,PRIVAR DE LA VIDA,"GUARDIA NACIONAL
                                          
                                        2",2019,MICHOACAN,1
2757,PRIVAR DE LA VIDA,"POLICIA FEDERAL DE LA SSPC
                                          
                                        2",2019,TAMAULIPAS,1
