,Entidad,Ano,Tipo,Descripcion,Cantidad
2701,VERACRUZ,2018,Motivo_Conclusion,POR NO EXISTIR MATERIA,4
2702,VERACRUZ,2018,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,2
2703,YUCATAN,2018,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,19
2704,YUCATAN,2018,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",12
2705,YUCATAN,2018,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,7
2706,YUCATAN,2018,Hecho_Violatorio,NO SE PUEDE DETERMINAR,4
2707,YUCATAN,2018,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,4
2708,YUCATAN,2018,Hecho_Violatorio,OMITIR DAR INFORMACION,3
2709,YUCATAN,2018,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,3
2710,YUCATAN,2018,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
2711,YUCATAN,2018,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,2
2712,YUCATAN,2018,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
2713,YUCATAN,2018,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
2714,YUCATAN,2018,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
2715,YUCATAN,2018,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,35
2716,YUCATAN,2018,Motivo_Conclusion,ORIENTACION,5
2717,ZACATECAS,2018,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,7
2718,ZACATECAS,2018,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
2719,ZACATECAS,2018,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
2720,ZACATECAS,2018,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",1
2721,ZACATECAS,2018,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
2722,ZACATECAS,2018,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
2723,ZACATECAS,2018,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,1
2724,ZACATECAS,2018,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
2725,ZACATECAS,2018,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
2726,ZACATECAS,2018,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,4
2727,ZACATECAS,2018,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
2728,ZACATECAS,2018,Motivo_Conclusion,ORIENTACION,1
2729,ZACATECAS,2018,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
2730,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,66
2731,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,31
2732,AGUASCALIENTES,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,9
2733,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,5
2734,AGUASCALIENTES,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",4
2735,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,3
2736,AGUASCALIENTES,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,2
2737,AGUASCALIENTES,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE LOS ADULTOS MAYORES,1
2738,AGUASCALIENTES,2019,Hecho_Violatorio,DETENCION ARBITRARIA,1
2739,AGUASCALIENTES,2019,Hecho_Violatorio,EMPLEAR ARBITRARIAMENTE LA FUERZA PUBLICA,1
2740,AGUASCALIENTES,2019,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
2741,AGUASCALIENTES,2019,Hecho_Violatorio,LIMITAR EL ACCESO A LA EDUCACION,1
2742,AGUASCALIENTES,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,1
2743,AGUASCALIENTES,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
2744,AGUASCALIENTES,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,1
2745,AGUASCALIENTES,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,66
2746,AGUASCALIENTES,2019,Motivo_Conclusion,ORIENTACION,5
2747,AGUASCALIENTES,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,2
2748,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,44
2749,BAJA CALIFORNIA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",37
2750,BAJA CALIFORNIA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,34
2751,BAJA CALIFORNIA,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,15
2752,BAJA CALIFORNIA,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,6
2753,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,5
2754,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
2755,BAJA CALIFORNIA,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,4
2756,BAJA CALIFORNIA,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,3
2757,BAJA CALIFORNIA,2019,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",3
2758,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,2
2759,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,2
2760,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,1
2761,BAJA CALIFORNIA,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
2762,BAJA CALIFORNIA,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,41
2763,BAJA CALIFORNIA,2019,Motivo_Conclusion,ORIENTACION,17
2764,BAJA CALIFORNIA,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,8
2765,BAJA CALIFORNIA,2019,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,2
2766,BAJA CALIFORNIA,2019,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
2767,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,18
2768,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,12
2769,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,7
2770,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",3
2771,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
2772,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
2773,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,1
2774,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,REVELAR DATOS PERSONALES,1
2775,BAJA CALIFORNIA SUR,2019,Hecho_Violatorio,REVELAR INDEBIDAMENTE LA CONDICION DE SEROPOSITIVO O ENFERMOS DE SIDA,1
2776,BAJA CALIFORNIA SUR,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,14
2777,BAJA CALIFORNIA SUR,2019,Motivo_Conclusion,ORIENTACION,3
2778,BAJA CALIFORNIA SUR,2019,Motivo_Conclusion,DESISTIMIENTO DEL QUEJOSO,1
2779,CAMPECHE,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,3
2780,CAMPECHE,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,2
2781,CAMPECHE,2019,Hecho_Violatorio,OMITIR BRINDAR PROTECCION Y AUXILIO,1
2782,CAMPECHE,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,1
2783,CAMPECHE,2019,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
2784,CAMPECHE,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
2785,CAMPECHE,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,3
2786,CHIHUAHUA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",49
2787,CHIHUAHUA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,42
2788,CHIHUAHUA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,35
2789,CHIHUAHUA,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,15
2790,CHIHUAHUA,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,12
2791,CHIHUAHUA,2019,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",4
2792,CHIHUAHUA,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,4
2793,CHIHUAHUA,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,3
2794,CHIHUAHUA,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,3
2795,CHIHUAHUA,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
2796,CHIHUAHUA,2019,Hecho_Violatorio,IMPEDIR EL ACCESO A LA EDUCACION,1
2797,CHIHUAHUA,2019,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
2798,CHIHUAHUA,2019,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
2799,CHIHUAHUA,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
2800,CHIHUAHUA,2019,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
2801,CHIHUAHUA,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,1
2802,CHIHUAHUA,2019,Hecho_Violatorio,PRIVACION DE LA VIDA DEL PRODUCTO DE LA CONCEPCION,1
2803,CHIHUAHUA,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,31
2804,CHIHUAHUA,2019,Motivo_Conclusion,ORIENTACION,8
2805,CHIHUAHUA,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,5
2806,CHIAPAS,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",22
2807,CHIAPAS,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,18
2808,CHIAPAS,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,15
2809,CHIAPAS,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,10
2810,CHIAPAS,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,5
2811,CHIAPAS,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,4
2812,CHIAPAS,2019,Hecho_Violatorio,INFRINGIR LOS DERECHOS DE MATERNIDAD,2
2813,CHIAPAS,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,2
2814,CHIAPAS,2019,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,2
2815,CHIAPAS,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,2
2816,CHIAPAS,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,2
2817,CHIAPAS,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,2
2818,CHIAPAS,2019,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",2
2819,CHIAPAS,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE LOS MENORES DE EDAD,1
2820,CHIAPAS,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LA MUJER,1
2821,CHIAPAS,2019,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
2822,CHIAPAS,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,1
2823,CHIAPAS,2019,Hecho_Violatorio,"TRATO CRUEL, INHUMANO O DEGRADANTE",1
2824,CHIAPAS,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,13
2825,CHIAPAS,2019,Motivo_Conclusion,ORIENTACION,6
2826,CHIAPAS,2019,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,2
2827,CHIAPAS,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
2828,COAHUILA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,38
2829,COAHUILA,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,23
2830,COAHUILA,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,19
2831,COAHUILA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,15
2832,COAHUILA,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,14
2833,COAHUILA,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,13
2834,COAHUILA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",12
2835,COAHUILA,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,10
2836,COAHUILA,2019,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,3
2837,COAHUILA,2019,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,2
2838,COAHUILA,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,2
2839,COAHUILA,2019,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,2
2840,COAHUILA,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
2841,COAHUILA,2019,Hecho_Violatorio,IMPEDIR EL ACCESO AL TRABAJO,1
2842,COAHUILA,2019,Hecho_Violatorio,INTIMIDACION,1
2843,COAHUILA,2019,Hecho_Violatorio,OMITIR BRINDAR ATENCION MEDICA Y/O PSICOLOGICA DE URGENCIA,1
2844,COAHUILA,2019,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",1
2845,COAHUILA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
2846,COAHUILA,2019,Hecho_Violatorio,OMITIR RESPETAR LA GARANTIA DE AUDIENCIA,1
2847,COAHUILA,2019,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,1
2848,COAHUILA,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,62
2849,COAHUILA,2019,Motivo_Conclusion,ORIENTACION,11
2850,COAHUILA,2019,Motivo_Conclusion,FALTA DE INTERES PROCESAL DEL QUEJOSO,1
2851,COAHUILA,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,1
2852,COLIMA,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,6
2853,COLIMA,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",5
2854,COLIMA,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,3
2855,COLIMA,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,2
2856,COLIMA,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,2
2857,COLIMA,2019,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,1
2858,COLIMA,2019,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,1
2859,COLIMA,2019,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",1
2860,COLIMA,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,1
2861,COLIMA,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
2862,COLIMA,2019,Hecho_Violatorio,"OMITIR TOMAR LAS MEDIDAS CORRESPONDIENTES PARA GARANTIZAR LA REPARACION DEL DAÑO Y, EN SU CASO, LA INDEMNIZACION",1
2863,COLIMA,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,1
2864,COLIMA,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,6
2865,COLIMA,2019,Motivo_Conclusion,ORIENTACION,6
2866,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR PROPORCIONAR ATENCION MEDICA,259
2867,DISTRITO FEDERAL,2019,Hecho_Violatorio,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",133
2868,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR SUMINISTRAR MEDICAMENTOS,104
2869,DISTRITO FEDERAL,2019,Hecho_Violatorio,OBSTACULIZAR O NEGAR LAS PRESTACIONES DE SEGURIDAD SOCIAL A QUE SE TIENE DERECHO,78
2870,DISTRITO FEDERAL,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,75
2871,DISTRITO FEDERAL,2019,Hecho_Violatorio,NEGLIGENCIA MEDICA,68
2872,DISTRITO FEDERAL,2019,Hecho_Violatorio,REALIZAR DEFICIENTEMENTE LOS TRAMITES MEDICOS,58
2873,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR IMPLEMENTAR LA INFRAESTRUCTURA NECESARIA PARA UNA ADECUADA PRESTACION DE LOS SERVICIOS DE SALUD,49
2874,DISTRITO FEDERAL,2019,Hecho_Violatorio,NO SE PUEDE DETERMINAR,46
2875,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR DAR INFORMACION SOBRE EL ESTADO DE SALUD,30
2876,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE LOS ADULTOS MAYORES,6
2877,DISTRITO FEDERAL,2019,Hecho_Violatorio,"OMITIR PRESTAR ASISTENCIA MEDICA ESPECIAL, EN CASO DE MATERNIDAD E INFANCIA",6
2878,DISTRITO FEDERAL,2019,Hecho_Violatorio,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,5
2879,DISTRITO FEDERAL,2019,Hecho_Violatorio,"INEJECUCION DE RESOLUCION, SENTENCIA O LAUDO",5
2880,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR BRINDAR EL SERVICIO DE HOSPITALIZACION,5
2881,DISTRITO FEDERAL,2019,Hecho_Violatorio,IMPEDIR EL EJERCICIO DEL DERECHO AL TRABAJO DIGNO Y SOCIALMENTE UTIL,4
2882,DISTRITO FEDERAL,2019,Hecho_Violatorio,"OMITIR BRINDAR LA ATENCION, CUIDADOS O PRESTAR AUXILIO A CUALQUIER PERSONA TENIENDO LA OBLIGACION DE HACERLO",3
2883,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR RESPONDER EN BREVE TERMINO A AQUEL QUE HIZO LA PETICION,3
2884,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,2
2885,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,2
2886,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR PRESTAR ATENCION MEDICA,2
2887,DISTRITO FEDERAL,2019,Hecho_Violatorio,PRIVAR A UN MENOR DE CUIDADOS CONTINUOS,2
2888,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES U OMISIONES CONTRARIAS A LA ADMINISTRACION DE JUSTICIA,1
2889,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,1
2890,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE IGUALDAD DE LOS MENORES DE EDAD,1
2891,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LA MUJER,1
2892,DISTRITO FEDERAL,2019,Hecho_Violatorio,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS DE LOS ADULTOS MAYORES,1
2893,DISTRITO FEDERAL,2019,Hecho_Violatorio,INCUMPLIR CON EL PAGO DE PENSION,1
2894,DISTRITO FEDERAL,2019,Hecho_Violatorio,INTEGRACION IRREGULAR DE EXPEDIENTES,1
2895,DISTRITO FEDERAL,2019,Hecho_Violatorio,INTEGRAR LA AVERIGUACION PREVIA DE MANERA IRREGULAR O DEFICIENTE,1
2896,DISTRITO FEDERAL,2019,Hecho_Violatorio,LIMITAR EL ACCESO AL SERVICIO PUBLICO DE SALUD,1
2897,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR DAR INFORMACION,1
2898,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR DAR RESPUESTA A LA PETICION FORMULADA POR CUALQUIER PERSONA EN EJERCICIO DE SU DERECHO,1
2899,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR EL EJERCICIO DEL PRINCIPIO DE LA EXACTA APLICACION DE LA LEY,1
2900,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR FUNDAR EL ACTO DE AUTORIDAD,1
2901,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR PROPORCIONAR IGUALDAD DE CONDICIONES EN EL TRABAJO,1
2902,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR REGULARIZAR LA CALIDAD MIGRATORIA,1
2903,DISTRITO FEDERAL,2019,Hecho_Violatorio,OMITIR RESPETAR LOS DERECHOS DE LAS PERSONAS CON ALGUN TIPO DE DISCAPACIDAD,1
2904,DISTRITO FEDERAL,2019,Hecho_Violatorio,"OMITIR TOMAR LAS MEDIDAS CORRESPONDIENTES PARA GARANTIZAR LA REPARACION DEL DAÑO Y, EN SU CASO, LA INDEMNIZACION",1
2905,DISTRITO FEDERAL,2019,Hecho_Violatorio,"OMITIR, OBSTACULIZAR O IMPEDIR LA COMUNICACION CON SU DEFENSOR O SUS FAMILIARES",1
2906,DISTRITO FEDERAL,2019,Hecho_Violatorio,PRESTAR INDEBIDAMENTE EL SERVICIO DE EDUCACION,1
2907,DISTRITO FEDERAL,2019,Hecho_Violatorio,RETENCION ILEGAL,1
2908,DISTRITO FEDERAL,2019,Motivo_Conclusion,DURANTE EL TRAMITE RESPECTIVO,353
2909,DISTRITO FEDERAL,2019,Motivo_Conclusion,ORIENTACION,118
2910,DISTRITO FEDERAL,2019,Motivo_Conclusion,POR NO EXISTIR MATERIA,20
